case_id,device,target,backend_target,npu2,variant,plot_series,flow,status,validation,timed_validation_failure,dtype,M,N,K,m,n,k,compute_columns,device_columns,warmup,iterations,mapping_columns,mapping_rows,raw_count,filtered_count,outlier_count,q1_us,q3_us,iqr_us,lower_bound_us,upper_bound_us,raw_mean_us,raw_median_us,raw_min_us,raw_max_us,raw_std_us,raw_gflops,filtered_mean_us,filtered_median_us,filtered_min_us,filtered_max_us,filtered_std_us,filtered_gflops,elapsed_seconds,error,log_path
manual_bf16_M512_N1024_K1024_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,1024,1024,64,64,64,4,4,20,200,4,4,200,173,27,654.0,656.0,2.0,651.0,659.0,657.74,655.0,648.0,699.0,9.46585442524868,1632.4715297838052,654.4219653179191,654.0,651.0,658.0,1.4824533091554875,1640.7484481031663,7.844913735985756,,logs/manual/4col/manual_bf16_M512_N1024_K1024_4compute_4device.log
manual_bf16_M512_N1024_K2048_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,1024,2048,64,64,64,4,4,20,200,4,4,200,188,12,971.0,975.0,4.0,965.0,981.0,973.58,972.0,962.0,1019.0,5.987787571382271,2205.7598225107336,972.8670212765958,972.0,966.0,981.0,2.887680667567863,2207.376343358903,12.380269393324852,,logs/manual/4col/manual_bf16_M512_N1024_K2048_4compute_4device.log
manual_bf16_M512_N2048_K256_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,2048,256,64,64,64,4,4,20,200,4,4,200,167,33,791.75,794.0,2.25,788.375,797.375,792.555,793.0,782.0,805.0,3.4215457033335093,677.3926251174997,793.1616766467066,793.0,789.0,797.0,1.822406664587043,676.8744983617448,5.772285034880042,,logs/manual/4col/manual_bf16_M512_N2048_K256_4compute_4device.log
manual_bf16_M512_N2048_K512_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,2048,512,64,64,64,4,4,20,200,4,4,200,185,15,937.0,939.0,2.0,934.0,942.0,937.965,938.0,930.0,949.0,2.373557456646036,1144.7568128874746,938.3189189189189,938.0,934.0,942.0,1.2738190795713151,1144.3250288900795,8.087194573134184,,logs/manual/4col/manual_bf16_M512_N2048_K512_4compute_4device.log
manual_bf16_M512_N2048_K1024_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,2048,1024,64,64,64,4,4,20,200,4,4,200,200,0,1336.75,1869.0,532.25,538.375,2667.375,1622.25,1654.0,1313.0,2014.0,242.36973305262356,1323.7686225920788,1622.25,1654.0,1313.0,2014.0,242.36973305262356,1323.7686225920788,12.098671837709844,,logs/manual/4col/manual_bf16_M512_N2048_K1024_4compute_4device.log
manual_bf16_M512_N2048_K2048_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,2048,2048,64,64,64,4,4,20,200,4,4,200,200,0,2017.0,2053.0,36.0,1963.0,2107.0,2036.68,2036.0,1992.0,2106.0,22.739340359825743,2108.8081073118997,2036.68,2036.0,1992.0,2106.0,22.739340359825743,2108.8081073118997,4.584201509132981,,logs/manual/4col/manual_bf16_M512_N2048_K2048_4compute_4device.log
manual_bf16_M1024_N512_K256_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,512,256,64,64,64,4,4,20,200,4,4,200,200,0,414.0,513.0,99.0,265.5,661.5,471.455,468.0,405.0,611.0,53.64772106063779,569.3766234317167,471.455,468.0,405.0,611.0,53.64772106063779,569.3766234317167,5.077555954456329,,logs/manual/4col/manual_bf16_M1024_N512_K256_4compute_4device.log
manual_bf16_M1024_N512_K512_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,512,512,64,64,64,4,4,20,200,4,4,200,185,15,490.0,492.0,2.0,487.0,495.0,491.685,491.0,483.0,581.0,8.3741133859054,1091.9001230462593,490.9189189189189,491.0,487.0,494.0,1.5935406503245122,1093.6040378771197,6.040025252848864,,logs/manual/4col/manual_bf16_M1024_N512_K512_4compute_4device.log
manual_bf16_M1024_N512_K1024_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,512,1024,64,64,64,4,4,20,200,4,4,200,178,22,648.0,650.0,2.0,645.0,653.0,651.68,649.0,637.0,843.0,20.25284177590888,1647.6519518782225,649.1797752808989,649.0,645.0,653.0,1.341320812682422,1653.997651937622,8.092908308841288,,logs/manual/4col/manual_bf16_M1024_N512_K1024_4compute_4device.log
manual_bf16_M1024_N512_K2048_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,512,2048,64,64,64,4,4,20,200,4,4,200,176,24,962.0,964.25,2.25,958.625,967.625,963.655,963.0,955.0,989.0,4.040541424116327,2228.477668875272,963.4772727272727,963.0,960.0,967.0,1.41403093002748,2228.888743707688,12.443580085411668,,logs/manual/4col/manual_bf16_M1024_N512_K2048_4compute_4device.log
manual_bf16_M1024_N1024_K256_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,1024,256,64,64,64,4,4,20,200,4,4,200,193,7,792.0,845.0,53.0,712.5,924.5,814.785,794.0,779.0,1028.0,42.67339657210333,658.911138521205,808.4559585492228,794.0,779.0,887.0,26.609425620505306,664.0694602132896,6.0896272119134665,,logs/manual/4col/manual_bf16_M1024_N1024_K256_4compute_4device.log
manual_bf16_M1024_N1024_K512_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,1024,512,64,64,64,4,4,20,200,4,4,200,157,43,949.0,952.0,3.0,944.5,956.5,958.39,950.0,939.0,1124.0,27.203086221971212,1120.3600037562996,950.2738853503184,950.0,945.0,956.0,1.9107855621608765,1129.9287926913462,8.261711218394339,,logs/manual/4col/manual_bf16_M1024_N1024_K512_4compute_4device.log
manual_bf16_M1024_N1024_K1024_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,1024,1024,64,64,64,4,4,20,200,4,4,200,200,0,1252.0,1711.75,459.75,562.375,2401.375,1547.11,1656.0,1244.0,2116.0,260.69347498547023,1388.061384129118,1547.11,1656.0,1244.0,2116.0,260.69347498547023,1388.061384129118,12.734225144609809,,logs/manual/4col/manual_bf16_M1024_N1024_K1024_4compute_4device.log
manual_bf16_M1024_N1024_K2048_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,1024,2048,64,64,64,4,4,20,200,4,4,200,157,43,1883.0,1900.25,17.25,1857.125,1926.125,1987.42,1887.0,1875.0,2626.0,196.61442876859266,2161.0768212053817,1887.2038216560509,1884.0,1875.0,1924.0,7.20998851868233,2275.8364765450183,5.709406631998718,,logs/manual/4col/manual_bf16_M1024_N1024_K2048_4compute_4device.log
manual_bf16_M1024_N2048_K256_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,2048,256,64,64,64,4,4,20,200,4,4,200,178,22,1923.0,1976.5,53.5,1842.75,2056.75,1963.53,1937.5,1749.0,2243.0,74.80052874144674,546.8425865660316,1942.8202247191011,1934.0,1852.0,2052.0,28.445319829002106,552.6717347999838,8.440723747015,,logs/manual/4col/manual_bf16_M1024_N2048_K256_4compute_4device.log
manual_bf16_M1024_N2048_K512_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,2048,512,64,64,64,4,4,20,200,4,4,200,179,21,1849.0,1856.0,7.0,1838.5,1866.5,1853.96,1850.0,1838.0,1885.0,8.3437641385648,1158.322535545535,1851.9944134078212,1850.0,1843.0,1866.0,5.562742387366156,1159.5519038572338,12.776048068888485,,logs/manual/4col/manual_bf16_M1024_N2048_K512_4compute_4device.log
manual_bf16_M1024_N2048_K1024_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,2048,1024,64,64,64,4,4,20,200,4,4,200,199,1,2466.0,2659.25,193.25,2176.125,2949.125,2574.62,2474.0,2455.0,3123.0,175.27003622981312,1668.1946446465886,2571.8643216080404,2474.0,2455.0,2942.0,171.3336006068325,1669.982067061221,4.85345174651593,,logs/manual/4col/manual_bf16_M1024_N2048_K1024_4compute_4device.log
manual_bf16_M1024_N2048_K2048_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,1024,2048,2048,64,64,64,4,4,20,200,4,4,200,193,7,3736.75,3765.0,28.25,3694.375,3807.375,3756.15,3758.0,3717.0,3930.0,27.98638061629263,2286.8987106478708,3752.2642487046633,3757.0,3717.0,3797.0,17.60733527606146,2289.2669659300705,5.498883161693811,,logs/manual/4col/manual_bf16_M1024_N2048_K2048_4compute_4device.log
manual_bf16_M2048_N512_K256_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,512,256,64,64,64,4,4,20,200,4,4,200,158,42,792.0,798.0,6.0,783.0,807.0,808.065,794.0,783.0,996.0,33.8449519869655,664.3907507440614,792.9683544303797,793.0,783.0,805.0,3.0717596616081315,677.0395174037625,7.045851092785597,,logs/manual/4col/manual_bf16_M2048_N512_K256_4compute_4device.log
manual_bf16_M2048_N512_K512_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,512,512,64,64,64,4,4,20,200,4,4,200,160,40,937.0,942.75,5.75,928.375,951.375,945.41,938.0,929.0,1123.0,24.566275664007353,1135.7419786124537,938.36875,938.0,929.0,951.0,3.419835293914021,1144.264260718401,9.045654777437449,,logs/manual/4col/manual_bf16_M2048_N512_K512_4compute_4device.log
manual_bf16_M2048_N512_K1024_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,512,1024,64,64,64,4,4,20,200,4,4,200,185,15,1250.0,1257.0,7.0,1239.5,1267.5,1255.46,1252.0,1242.0,1310.0,10.7102007450841,1710.5153871887594,1252.8216216216217,1251.0,1242.0,1266.0,4.754010263615291,1714.1176452720774,13.166980831883848,,logs/manual/4col/manual_bf16_M2048_N512_K1024_4compute_4device.log
manual_bf16_M2048_N512_K2048_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,512,2048,64,64,64,4,4,20,200,4,4,200,188,12,1885.75,1899.0,13.25,1865.875,1918.875,1894.685,1894.0,1870.0,1935.0,12.799053675955891,2266.850318654552,1892.5212765957447,1893.5,1870.0,1918.0,9.737762340064574,2269.4420132098912,5.747286221943796,,logs/manual/4col/manual_bf16_M2048_N512_K2048_4compute_4device.log
manual_bf16_M2048_N1024_K256_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,1024,256,64,64,64,4,4,20,200,4,4,200,184,16,1523.0,1537.25,14.25,1501.625,1558.625,1534.075,1526.0,1514.0,1696.0,20.80479211624091,699.927854896273,1529.2228260869565,1524.0,1514.0,1558.0,9.86976722403881,702.1487030425372,9.103778491728008,,logs/manual/4col/manual_bf16_M2048_N1024_K256_4compute_4device.log
manual_bf16_M2048_N1024_K512_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,1024,512,64,64,64,4,4,20,200,4,4,200,192,8,1837.0,1898.0,61.0,1745.5,1989.5,1874.075,1845.5,1830.0,2071.0,52.291293491364314,1145.8899179595267,1867.8125,1845.0,1830.0,1988.0,43.048739939940944,1149.7319179521498,13.246381839737296,,logs/manual/4col/manual_bf16_M2048_N1024_K512_4compute_4device.log
manual_bf16_M2048_N1024_K1024_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,1024,1024,64,64,64,4,4,20,200,4,4,200,189,11,2460.0,2483.0,23.0,2425.5,2517.5,2474.935,2466.0,2454.0,2629.0,21.870317213063007,1735.3858974074067,2471.4021164021165,2465.0,2454.0,2515.0,15.057111584811206,1737.8666415697019,5.6529134986922145,,logs/manual/4col/manual_bf16_M2048_N1024_K1024_4compute_4device.log
manual_bf16_M2048_N1024_K2048_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,1024,2048,64,64,64,4,4,20,200,4,4,200,194,6,3735.0,3748.0,13.0,3715.5,3767.5,3744.455,3740.0,3725.0,3973.0,24.808828569684625,2294.041347005105,3741.0876288659792,3740.0,3725.0,3763.0,7.450700620649591,2296.1062247568448,6.252085796557367,,logs/manual/4col/manual_bf16_M2048_N1024_K2048_4compute_4device.log
manual_bf16_M2048_N2048_K256_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,2048,256,64,64,64,4,4,20,200,4,4,200,166,34,3015.0,3035.0,20.0,2985.0,3065.0,3034.01,3026.0,2989.0,3181.0,31.25539793379697,707.8037475156641,3022.234939759036,3021.0,2989.0,3058.0,11.887990636853361,710.5614523043068,13.902901370078325,,logs/manual/4col/manual_bf16_M2048_N2048_K256_4compute_4device.log
manual_bf16_M2048_N2048_K512_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,2048,512,64,64,64,4,4,20,200,4,4,200,198,2,3650.0,3670.0,20.0,3620.0,3700.0,3660.79,3664.0,3624.0,3862.0,21.10795821485347,1173.2350929717356,3659.2070707070707,3664.0,3624.0,3692.0,13.396914709830591,1173.742620466155,6.208663488738239,,logs/manual/4col/manual_bf16_M2048_N2048_K512_4compute_4device.log
manual_bf16_M2048_N2048_K1024_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,2048,1024,64,64,64,4,4,20,200,4,4,200,170,30,4920.0,4926.0,6.0,4911.0,4935.0,4925.705,4922.0,4907.0,5117.0,17.46304598287481,1743.8995213883088,4922.447058823529,4922.0,4911.0,4934.0,4.33862510711276,1745.053728226994,7.18142288736999,,logs/manual/4col/manual_bf16_M2048_N2048_K1024_4compute_4device.log
manual_bf16_M2048_N2048_K2048_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,2048,2048,2048,64,64,64,4,4,20,200,4,4,200,196,4,7419.0,7444.0,25.0,7381.5,7481.5,7433.72,7431.5,7394.0,7567.0,21.133423764264986,2311.072946519374,7431.765306122449,7429.0,7394.0,7476.0,15.479941610136255,2311.680802116672,9.209867728874087,,logs/manual/4col/manual_bf16_M2048_N2048_K2048_4compute_4device.log
compiled_bf16_M256_N512_K256_4compute_4device,xdna2,npu2,npu2_4col,2,compiled,compiled,allo,success,passed,False,bf16,256,512,256,64,64,64,4,4,20,200,4,4,200,192,8,168.0,184.0,16.0,144.0,208.0,180.415,180.0,161.0,353.0,24.26237364727532,371.96942604550617,176.296875,179.0,161.0,202.0,8.133033888677398,380.65827315430295,11.103226657025516,,logs/compiled/4col/compiled_bf16_M256_N512_K256_4compute_4device.log
compiled_bf16_M256_N512_K512_4compute_4device,xdna2,npu2,npu2_4col,2,compiled,compiled,allo,success,passed,False,bf16,256,512,512,64,64,64,4,4,20,200,4,4,200,176,24,198.0,201.25,3.25,193.125,206.125,203.135,199.0,188.0,376.0,19.45319446774745,660.7316710561942,199.85227272727272,199.0,194.0,206.0,2.4979071818736975,671.5846968783761,11.88214461505413,,logs/compiled/4col/compiled_bf16_M256_N512_K512_4compute_4device.log
compiled_bf16_M256_N512_K1024_4compute_4device,xdna2,npu2,npu2_4col,2,compiled,compiled,allo,failed,failed,True,bf16,256,512,1024,64,64,64,4,4,20,200,4,4,200,149,51,225.75,239.0,13.25,205.875,258.875,273.905,234.0,189.0,8525.0,585.570154614287,980.0312371077563,236.54362416107384,237.0,212.0,256.0,8.041405618119319,1134.8243139168676,13.088981431908906,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/4col/compiled_bf16_M256_N512_K1024_4compute_4device.log
compiled_bf16_M256_N512_K2048_4compute_4device,xdna2,npu2,npu2_4col,2,compiled,compiled,allo,failed,failed,True,bf16,256,512,2048,64,64,64,4,4,20,200,4,4,200,199,1,284.0,346.0,62.0,191.0,439.0,322.29,344.0,273.0,484.0,33.51113098658414,1665.8007136429924,321.47738693467335,344.0,273.0,402.0,31.568514325027675,1670.0114341451215,15.732623319141567,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/4col/compiled_bf16_M256_N512_K2048_4compute_4device.log
compiled_bf16_M256_N1024_K256_4compute_4device,xdna2,npu2,npu2_4col,2,compiled,compiled,allo,success,passed,False,bf16,256,1024,256,64,64,64,4,4,20,200,4,4,200,173,27,267.5,292.0,24.5,230.75,328.75,291.275,290.0,228.0,478.0,47.76954442947933,460.79384773839155,277.1734104046243,290.0,235.0,320.0,23.07725122728638,484.23738699922836,11.691347226500511,,logs/compiled/4col/compiled_bf16_M256_N1024_K256_4compute_4device.log
compiled_bf16_M256_N1024_K512_4compute_4device,xdna2,npu2,npu2_4col,2,compiled,compiled,allo,success,passed,False,bf16,256,1024,512,64,64,64,4,4,20,200,4,4,200,194,6,281.0,347.0,66.0,182.0,446.0,332.1,345.0,271.0,520.0,43.61719844281611,808.2970671484493,327.5515463917526,345.0,271.0,440.0,35.28981516400594,819.5212599575103,12.747153632342815,,logs/compiled/4col/compiled_bf16_M256_N1024_K512_4compute_4device.log
compiled_bf16_M256_N1024_K1024_4compute_4device,xdna2,npu2,npu2_4col,2,compiled,compiled,allo,failed,failed,True,bf16,256,1024,1024,64,64,64,4,4,20,200,4,4,200,200,0,360.0,455.0,95.0,217.5,597.5,410.625,442.5,350.0,507.0,47.14630817996251,1307.4481875190259,410.625,442.5,350.0,507.0,47.14630817996251,1307.4481875190259,14.340234057977796,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/4col/compiled_bf16_M256_N1024_K1024_4compute_4device.log
compiled_bf16_M256_N1024_K2048_4compute_4device,xdna2,npu2,npu2_4col,2,compiled,compiled,allo,failed,failed,True,bf16,256,1024,2048,64,64,64,4,4,20,200,4,4,200,200,0,520.0,602.75,82.75,395.875,726.875,558.285,521.0,508.0,690.0,64.22743786731648,1923.2861782064715,558.285,521.0,508.0,690.0,64.22743786731648,1923.2861782064715,18.0798828471452,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/4col/compiled_bf16_M256_N1024_K2048_4compute_4device.log
compiled_bf16_M256_N2048_K256_4compute_4device,xdna2,npu2,npu2_4col,2,compiled,compiled,allo,success,passed,False,bf16,256,2048,256,64,64,64,4,4,20,200,4,4,200,197,3,429.0,540.0,111.0,262.5,706.5,494.625,483.0,420.0,738.0,69.28300206399835,542.7049906494819,491.0913705583756,482.0,420.0,697.0,63.5531016360586,546.6100039485245,13.273035312071443,,logs/compiled/4col/compiled_bf16_M256_N2048_K256_4compute_4device.log
compiled_bf16_M256_N2048_K512_4compute_4device,xdna2,npu2,npu2_4col,2,compiled,compiled,allo,success,passed,False,bf16,256,2048,512,64,64,64,4,4,20,200,4,4,200,200,0,506.0,638.0,132.0,308.0,836.0,551.89,507.0,496.0,792.0,67.24788398157968,972.7860841834423,551.89,507.0,496.0,792.0,67.24788398157968,972.7860841834423,14.49470999557525,,logs/compiled/4col/compiled_bf16_M256_N2048_K512_4compute_4device.log
compiled_bf16_M256_N2048_K1024_4compute_4device,xdna2,npu2,npu2_4col,2,compiled,compiled,allo,failed,failed,True,bf16,256,2048,1024,64,64,64,4,4,20,200,4,4,200,153,47,669.0,674.0,5.0,661.5,681.5,704.655,671.0,657.0,866.0,70.00054267646787,1523.7837296265548,670.6405228758169,670.0,663.0,680.0,2.493427646022095,1601.0691083736162,17.51661745738238,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/4col/compiled_bf16_M256_N2048_K1024_4compute_4device.log
compiled_bf16_M256_N2048_K2048_4compute_4device,xdna2,npu2,npu2_4col,2,compiled,compiled,allo,failed,failed,True,bf16,256,2048,2048,64,64,64,4,4,20,200,4,4,200,167,33,1070.75,1128.25,57.5,984.5,1214.5,1129.35,1091.0,1034.0,1504.0,98.95634138346061,1901.5218028069244,1088.185628742515,1081.0,1034.0,1191.0,27.42209929954132,1973.4534175769145,23.18202948756516,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/4col/compiled_bf16_M256_N2048_K2048_4compute_4device.log
compiled_bf16_M512_N512_K256_4compute_4device,xdna2,npu2,npu2_4col,2,compiled,compiled,allo,success,passed,False,bf16,512,512,256,64,64,64,4,4,20,200,4,4,200,135,65,294.0,301.0,7.0,283.5,311.5,292.22,298.0,231.0,476.0,32.18899812047589,459.3037026897543,299.42962962962963,299.0,290.0,311.0,3.5161863615986646,448.2446448803899,11.792395048774779,,logs/compiled/4col/compiled_bf16_M512_N512_K256_4compute_4device.log
compiled_bf16_M512_N512_K512_4compute_4device,xdna2,npu2,npu2_4col,2,compiled,compiled,allo,success,passed,False,bf16,512,512,512,64,64,64,4,4,20,200,4,4,200,126,74,328.25,358.0,29.75,283.625,402.625,353.96,351.0,268.0,532.0,57.9255418619455,758.3779410102836,351.12698412698415,352.5,287.0,402.0,19.68037622518501,764.4968006871298,12.607233192771673,,logs/compiled/4col/compiled_bf16_M512_N512_K512_4compute_4device.log
compiled_bf16_M512_N512_K1024_4compute_4device,xdna2,npu2,npu2_4col,2,compiled,compiled,allo,failed,failed,True,bf16,512,512,1024,64,64,64,4,4,20,200,4,4,200,198,2,353.0,440.0,87.0,222.5,570.5,395.46,355.0,343.0,622.0,53.41515140856571,1357.5858797349922,393.2171717171717,355.0,343.0,539.0,48.77259443333307,1365.3292648830547,14.419558744877577,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/4col/compiled_bf16_M512_N512_K1024_4compute_4device.log
compiled_bf16_M512_N512_K2048_4compute_4device,xdna2,npu2,npu2_4col,2,compiled,compiled,allo,failed,failed,True,bf16,512,512,2048,64,64,64,4,4,20,200,4,4,200,200,0,520.0,654.0,134.0,319.0,855.0,563.39,521.0,510.0,722.0,63.8612394179756,1905.8588615346384,563.39,521.0,510.0,722.0,63.8612394179756,1905.8588615346384,18.166918757371604,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/4col/compiled_bf16_M512_N512_K2048_4compute_4device.log
